"PDB ID";"resolution";"releaseDate";"StructureWeight";"PolymerWeight";"NonpolymerWeight";"NonpolymerWeightNowater";"WaterWeight";"atomCount";"hetatmCount";"allAtomCount";"allAtomCountLn";"aaCount";"ligandCount";"ligandBondRotationFreedom";"aaLigandCount";"aaLigandCountNowater";"aaLigandCountFiltered";"ligandRatio";"hetatmCountNowater";"ligandCountNowater";"ligandRatioNowater";"hetatmCountFiltered";"ligandCarbonChiraAtomCountFiltered";"ligandCountFiltered";"ligandRatioFiltered";"hetatmCountMetal";"ligandCountMetal";"ligandRatioMetal";"hetatmCountNometal";"ligandCountNometal";"ligandRatioNometal";"hetatmCountNowaterNometal";"ligandCountNowaterNometal";"ligandRatioNowaterNometal";"hetatmCountFilteredMetal";"ligandCountFilteredMetal";"ligandRatioFilteredMetal";"hetatmCountFilteredNometal";"ligandCountFilteredNometal";"ligandRatioFilteredNometal";"clashscore";"RamaOutliers";"SidechainOutliers";"ClashscorePercentile";"RamaOutliersPercentile";"SidechainOutliersPercentile";"combinedGeometryQuality";"DCC_R";"DCC_Rfree";"absolute-percentile-DCC_Rfree";"AngleRMSZstructure";"BondRMSZstructure";"RSRZoutliers";"RSRZoutliersPercentile";"combinedXrayQualityMetric";"combinedOverallQualityMetric";"highestChainBondsRMSZ";"highestChainAnglesRMSZ";"averageResidueRSR";"ChiralProblemLigandRatio";"GoodLigandRatio";"TopologyProblemLigandRatio";"LigandTopologyProblemsPrecise";"LigandTopologyCarbonChiraProblemsPrecise";"ChiraProblemsPrecise";"GoodLigandRatioBinary";"LigandTopologyProblemsPreciseBinary";"LigandTopologyCarbonChiraProblemsPreciseBinary";"ChiraProblemsPreciseBinary";"averageLigandRSR";"averageLigandAngleRMSZ";"averageLigandBondRMSZ";"averageLigandRSCC";"ligandRSCCoutlierRatio";"AssemblyTotalWeight";"AssemblyBiopolymerCount";"AssemblyUniqueBiopolymerCount";"AssemblyLigandCount";"AssemblyUniqueLigandCount";"AssemblyWaterCount";"AssemblyBiopolymerWeight";"AssemblyLigandWeight";"AssemblyWaterWeight";"averageResidueRSCC";"residueRSCCoutlierRatio";"AssemblyLigandFlexibility";"averageLigandRSCCsmallLigs";"averageLigandRSCClargeLigs";"absolute-percentile-RNAsuiteness"
"1a23";"nan";1998;21.155;21.155;0;0;0;2952;0;2952;7.99024;189;0;"nan";189;189;189;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";23.37;2.67;27.67;9.9;9;1.9;4.06263;"nan";"nan";"nan";0.84;1.02;"nan";"nan";"nan";"nan";1.02;0.84;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";21.155;1;1;0;0;0;21.155;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a24";"nan";1998;21.155;21.155;0;0;0;59040;0;59040;10.986;189;0;"nan";189;189;189;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";68.72;5.25;28.03;1.3;3.9;1.9;1.93304;"nan";"nan";"nan";0.89;1;"nan";"nan";"nan";"nan";1;0.9;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";21.155;1;1;0;0;0;21.155;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a25";2.7;1998;35.0585;33.7642;1294.29;411.557;882.735;2173;65;2238;7.71334;149;56;0.888889;205;156;150;1.16071;16;7;2.28571;10;1;1;10;6;6;1;59;50;1.18;10;1;10;0;0;"nan";10;1;10;16.51;0.77;2.46;14.4;21.2;50.4;21.9852;0.22;0.25;37.9;0.75;0.47;5.68;23.5;29.0114;-15.0017;0.47;0.75;0.1961;0;1;0;0;0;0;1;0;0;0;0.279;1.06;1.17;0.817;0;34.212;2;1;7;2;2;33.7642;411.557;36.03;0.919361;0.0909091;0.887218;0.817;"nan";"nan"
"1a26";2.25;1998;42.6992;40.4154;2283.81;662.46;1621.35;2768;117;2885;7.96728;361;91;0.791667;452;362;362;1.28571;27;1;27;44;8;1;44;0;0;"nan";117;91;1.28571;27;1;27;0;0;"nan";44;1;44;5.51;0;5.23;55.7;100;25.5;44.6635;0.18;"nan";"nan";0.76;0.57;1.42;75;"nan";"nan";0.57;0.76;0.12841;0;0;1;0.386364;0.386364;0;0;1;1;0;0.234;1.24;1.15;0.914;0;41.096;1;1;1;1;1;40.4154;662.46;18.015;0.935431;0.0612245;0.141026;"nan";0.914;"nan"
"1a27";1.9;1998;35.3175;31.4733;3844.14;1015.79;2828.36;2180;225;2405;7.78531;289;159;0.813333;448;291;291;1.41509;68;2;34;68;13;2;34;0;0;"nan";225;159;1.41509;68;2;34;0;0;"nan";68;2;34;12.9;0.71;9.79;21.3;23.9;8.6;14.6293;0.2;0.25;37.9;1.4;0.76;3.6;42.5;40.0684;-1.15116;0.76;1.4;0.125783;0;1;0;0;0;0;1;0;0;0;0.3245;1.765;1.325;0.6305;0.5;65.014;2;1;4;2;2;62.9466;2031.57;36.03;0.902251;0.0972851;0.08125;"nan";0.6305;"nan"
"1a28";1.8;1998;62.9809;59.1093;3871.62;628.924;3242.7;4035;226;4261;8.35726;256;182;0.884615;438;258;258;1.24176;46;2;23;46;12;2;23;0;0;"nan";226;182;1.24176;46;2;23;0;0;"nan";46;2;23;11.94;0.6;1.08;23.9;26.9;75.8;32.535;0.2;0.23;59.2;0.64;0.39;5;28.6;38.5677;8.55134;0.4;0.64;0.144747;0;1;0;0;0;0;1;0;0;0;0.1165;0.935;1.345;0.9405;0;29.887;1;1;1;1;1;29.5546;314.462;18.015;0.919666;0.0705882;0.0178571;"nan";0.9405;"nan"
"1a29";2.74;1998;17.6967;16.7213;975.304;975.304;0;1085;60;1145;7.04316;148;6;0.806452;154;154;150;10;60;6;10;56;0;2;28;4;4;1;56;2;28;56;2;28;0;0;"nan";56;2;28;6.92;0.7;3.64;45.6;23.9;37.9;33.2756;0.22;0.26;28.4;0.57;0.35;2.78;52.7;36.9095;-6.00743;0.35;0.57;0.165014;0;1;0;0;0;0;1;0;0;0;0.314;1.31;1.485;0.8115;0.5;17.697;1;1;6;2;0;16.7213;975.304;0;0.926703;0.0540541;0.69697;"nan";0.8115;"nan"
"1a2a";2.8;1999;111.106;110.964;141.812;141.812;0;7687;4;7691;8.94781;122;4;"nan";126;126;122;1;4;4;1;0;0;0;"nan";0;0;"nan";4;4;1;4;4;1;0;0;"nan";0;0;"nan";40.25;3.33;22.62;2.2;4.1;0.7;1.41042;0.25;0.32;2.4;0.62;0.42;"nan";"nan";"nan";"nan";0.44;0.73;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";13.906;1;1;1;1;0;13.8706;35.453;0;"nan";"nan";1;"nan";"nan";"nan"
"1a2b";2.4;1998;21.8447;20.5966;1248.12;563.551;684.57;1416;71;1487;7.30452;182;40;0.794118;222;184;183;1.775;33;2;16.5;32;4;1;32;1;1;1;70;39;1.79487;32;1;32;0;0;"nan";32;1;32;9.06;0.57;5.1;33.9;26.9;26;28.5348;0.19;0.27;20.2;0.65;0.39;0;100;33.6106;-4.92728;0.39;0.65;0.134175;0;1;0;0;0;0;1;0;0;0;0.103;2.18;1.75;0.979;0;21.178;1;1;2;2;1;20.5966;563.551;18.015;0.935774;0.0322581;0.58;"nan";0.979;"nan"
"1a2c";2.1;1998;39.2097;36.016;3193.63;22.99;3170.64;2400;228;2628;7.87398;311;181;0.777778;492;316;315;1.25967;52;5;10.4;54;7;4;13.5;1;1;1;227;180;1.26111;51;4;12.75;0;0;"nan";54;4;13.5;67.36;3.11;19.69;0.5;4.5;1.3;1.00286;"nan";"nan";"nan";2.43;1.25;"nan";"nan";"nan";"nan";1.85;3.36;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.49333;1.71;"nan";"nan";36.111;4;4;1;1;4;36.016;22.99;72.06;"nan";"nan";1;"nan";"nan";"nan"
"1a2d";2.4;1998;30.2354;29.4439;791.506;70.906;720.6;2021;78;2099;7.64922;131;44;0.789474;175;135;133;1.77273;38;4;9.5;38;2;2;19;0;0;"nan";78;44;1.77273;38;4;9.5;0;0;"nan";38;2;19;10.58;1.56;5.36;28.1;10.5;24.3;17.4441;0.18;0.27;20.2;0.61;0.35;0;100;33.6106;-10.4726;0.35;0.62;0.133636;0;1;0;0;0;0;1;0;0;0;0.1355;2.18;1.71;0.9525;0;29.551;2;1;2;1;2;29.4439;70.906;36.03;0.943967;0.0198675;1;"nan";0.9525;"nan"
"1a2e";1.63;1999;8.04842;6.091;1957.43;300.045;1657.38;403;95;498;6.2106;20;93;"nan";113;21;20;1.02151;3;1;3;0;0;0;"nan";3;1;3;92;92;1;0;0;"nan";0;0;"nan";0;0;"nan";1.58;"nan";"nan";92.7;"nan";"nan";"nan";0.18;"nan";"nan";2.45;1.94;0;100;"nan";"nan";1.96;2.46;0.158259;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.06;0;0;0.997;0;6.427;2;2;1;1;2;6.091;300.045;36.03;0.867661;0.241071;0;0.997;"nan";"nan"
"1a2f";2.1;1998;35.768;33.2239;2544.09;616.487;1927.61;2865;150;3015;8.01136;291;108;0.7;399;292;292;1.38889;43;1;43;43;0;1;43;43;1;43;107;107;1;0;0;"nan";43;1;43;0;0;"nan";3.87;0.35;3.61;70.2;43;37.9;46.9586;0.48;"nan";"nan";1.58;0.86;"nan";"nan";"nan";"nan";0.86;1.58;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.72;1.45;"nan";"nan";33.858;1;1;1;1;1;33.2239;616.487;18.015;"nan";"nan";0.097561;"nan";"nan";"nan"
"1a2g";2.1;1998;35.777;33.2329;2544.09;616.487;1927.61;2865;150;3015;8.01136;291;108;0.7;399;292;292;1.38889;43;1;43;43;0;1;43;43;1;43;107;107;1;0;0;"nan";43;1;43;0;0;"nan";3.44;0.35;4.82;75.3;43;28;41.5223;0.38;"nan";"nan";1.55;0.85;"nan";"nan";"nan";"nan";0.85;1.55;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.69;1.33;"nan";"nan";33.867;1;1;1;1;1;33.2329;616.487;18.015;"nan";"nan";0.097561;"nan";"nan";"nan"
"1a2i";"nan";1998;14.1615;11.6875;2474.01;2474.01;0;31599;6000;37599;10.5347;107;80;0.74;187;187;111;75;6000;80;75;172;0;4;43;6000;80;75;0;0;"nan";0;0;"nan";172;4;43;0;0;"nan";34.47;1.98;22.3;5;12.2;3.2;5.04654;"nan";"nan";"nan";0.87;0.63;"nan";"nan";"nan";"nan";0.63;0.87;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.34887;1.65725;"nan";"nan";14.161;1;1;4;1;0;11.6875;2474.01;0;"nan";"nan";0.0714286;"nan";"nan";"nan"
"1a2j";2;1998;22.7764;21.155;1621.35;0;1621.35;1452;90;1542;7.34084;189;90;"nan";279;189;189;1;0;0;"nan";0;0;0;"nan";0;0;"nan";90;90;1;0;0;"nan";0;0;"nan";0;0;"nan";2.46;0;4.03;84.6;100;34.1;58.6558;0.18;0.22;69.2;0.48;0.31;0.53;90.5;78.4296;38.5427;0.31;0.48;0.120794;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";21.173;1;1;0;0;1;21.155;0;18.015;0.913936;0.0957447;"nan";"nan";"nan";"nan"
"1a2k";2.5;1998;106.516;102.351;4164.8;1498.58;2666.22;6788;240;7028;8.85766;343;155;0.8;498;350;346;1.54839;92;7;13.1429;84;12;3;28;3;3;1;237;152;1.55921;89;4;22.25;0;0;"nan";84;3;28;7.03;0.84;9.04;45;21.2;10.4;18.1219;"nan";"nan";"nan";1.5;0.62;"nan";"nan";"nan";"nan";0.65;1.68;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.17;1.23;"nan";"nan";103.94;5;2;7;3;5;102.351;1498.58;90.075;"nan";"nan";0.485714;"nan";"nan";"nan"
"1a2l";2.7;1998;42.5983;42.3101;288.24;0;288.24;2799;16;2815;7.94272;189;16;"nan";205;189;189;1;0;0;"nan";0;0;0;"nan";0;0;"nan";16;16;1;0;0;"nan";0;0;"nan";0;0;"nan";8.32;0.82;3.93;37.7;21.2;35;29.3351;"nan";"nan";"nan";0.47;0.3;"nan";"nan";"nan";"nan";0.3;0.47;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";21.173;1;1;0;0;1;21.155;0;18.015;"nan";"nan";"nan";"nan";"nan";"nan"
"1a2m";2.7;1998;42.7604;42.3101;450.375;0;450.375;2754;25;2779;7.92985;189;25;"nan";214;189;189;1;0;0;"nan";0;0;0;"nan";0;0;"nan";25;25;1;0;0;"nan";0;0;"nan";0;0;"nan";9.54;0.81;2.66;32.2;21.2;47.8;30.2583;0.23;0.27;20.2;0.48;0.3;0.53;90.5;33.028;-8.85683;0.31;0.48;0.160813;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";21.173;1;1;0;0;1;21.155;0;18.015;0.9209;0.032419;"nan";"nan";"nan";"nan"
"1a2n";2.8;1998;50.5149;44.8395;5675.45;793.386;4882.07;3127;321;3448;8.14555;419;272;0.846154;691;420;420;1.18015;50;1;50;50;10;1;50;0;0;"nan";321;272;1.18015;50;1;50;0;0;"nan";50;1;50;12.79;0.96;7.29;21.6;17.1;15.4;17.6771;"nan";"nan";"nan";1.79;1.01;"nan";"nan";"nan";"nan";1.01;1.79;"nan";0;1;0;0;0;0;1;0;0;0;"nan";3;1.78;"nan";"nan";136.953;3;1;3;1;3;134.518;2380.16;54.045;"nan";"nan";0.204819;"nan";"nan";"nan"
"1a2o";2.4;1998;82.6019;75.1977;7404.16;0;7404.16;5203;411;5614;8.63302;349;411;"nan";760;349;349;1;0;0;"nan";0;0;0;"nan";0;0;"nan";411;411;1;0;0;"nan";0;0;"nan";0;0;"nan";35.84;4.06;12.68;3;3;4.7;3.41129;0.23;"nan";"nan";1.33;0.52;5.19;27;"nan";"nan";0.53;1.36;0.159775;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";37.617;1;1;0;0;1;37.5989;0;18.015;0.881456;0.161991;"nan";"nan";"nan";"nan"
"1a2p";1.5;1998;44.8686;37.1962;7672.45;196.227;7476.23;2623;418;3041;8.01994;110;418;"nan";528;113;110;1;3;3;1;0;0;0;"nan";3;3;1;415;415;1;0;0;"nan";0;0;"nan";0;0;"nan";2.14;0;1.47;88.4;100;67.5;83.0403;0.12;"nan";"nan";0.95;0.68;0.93;83.8;"nan";"nan";0.69;0.96;0.118415;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";12.482;1;1;1;1;1;12.3987;65.409;18.015;0.933424;0.0731383;1;"nan";"nan";"nan"
"1a2q";1.8;1998;31.2268;27.6797;3547.1;196.314;3350.79;1943;209;2152;7.67415;275;191;0.846154;466;280;276;1.09424;23;5;4.6;14;1;1;14;2;2;1;207;189;1.09524;21;3;7;0;0;"nan";14;1;14;2.05;0.37;0.49;88.4;36.3;89.6;59.9746;"nan";"nan";"nan";1.39;1.1;"nan";"nan";"nan";"nan";1.1;1.39;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.17667;0.87;"nan";"nan";27.894;1;1;4;2;1;27.6797;196.314;18.015;"nan";"nan";0.5;"nan";"nan";"nan"
"1a2s";"nan";1998;9.97777;9.35927;618.503;618.503;0;1269;75;1344;7.20341;89;1;0.74;90;90;90;75;75;1;75;43;0;1;43;75;1;75;0;0;"nan";0;0;"nan";43;1;43;0;0;"nan";1.49;4.6;16.39;92.4;4.8;5.6;7.54286;"nan";"nan";"nan";0.95;0.55;"nan";"nan";"nan";"nan";0.55;0.95;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.21;0.84;"nan";"nan";9.978;1;1;1;1;0;9.35927;618.503;0;"nan";"nan";0.0714286;"nan";"nan";"nan"
"1a2t";1.96;1998;18.1764;16.9235;1252.94;442.266;810.675;1336;173;1509;7.3192;149;48;0.833333;197;152;151;3.60417;38;3;12.6667;36;4;2;18;1;1;1;172;47;3.65957;37;2;18.5;0;0;"nan";36;2;18;11.16;0.76;7.08;26;21.2;16.1;20.3055;"nan";"nan";"nan";0.71;0.46;"nan";"nan";"nan";"nan";0.46;0.71;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.13;1.045;"nan";"nan";17.384;1;1;2;2;1;16.9235;442.266;18.015;"nan";"nan";0.571429;"nan";"nan";"nan"
"1a2u";2;1998;18.1344;16.9355;1198.9;442.266;756.63;1336;165;1501;7.31389;149;45;0.837838;194;152;151;3.66667;39;3;13;37;4;2;18.5;1;1;1;164;44;3.72727;38;2;19;0;0;"nan";37;2;18.5;13.36;0.76;7.08;20.2;21.2;16.1;18.8933;"nan";"nan";"nan";0.69;0.44;"nan";"nan";"nan";"nan";0.44;0.69;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.065;1.155;"nan";"nan";17.396;1;1;2;2;1;16.9355;442.266;18.015;"nan";"nan";0.571429;"nan";"nan";"nan"
"1a2v";2.4;1998;488.568;442.14;46427.6;381.276;46046.3;31079;2646;33725;10.426;655;2568;0.666667;3223;667;661;1.03037;90;12;7.5;90;6;6;15;6;6;1;2640;2562;1.03044;84;6;14;0;0;"nan";90;6;15;12.99;0.46;9.41;21.1;30.8;9.4;16.1079;"nan";"nan";"nan";0.76;0.52;"nan";"nan";"nan";"nan";0.53;0.78;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.275;2.47167;"nan";"nan";442.63;6;1;6;1;6;442.14;381.276;108.09;"nan";"nan";1;"nan";"nan";"nan"
"1a2w";2.1;1998;29.241;27.4167;1824.35;166.969;1657.38;1901;99;2000;7.6009;124;95;"nan";219;127;124;1.04211;7;3;2.33333;0;0;0;"nan";0;0;"nan";99;95;1.04211;7;3;2.33333;0;0;"nan";0;0;"nan";7.53;0.41;1.83;42;36.3;61.7;44.4016;0.21;"nan";"nan";0.51;0.29;0.4;92;"nan";"nan";0.29;0.51;0.180974;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.137;0.34;0.31;0.941;0;27.62;2;1;3;2;2;27.4167;166.969;36.03;0.858673;0.163743;0.666667;0.941;"nan";"nan"
"1a2x";2.3;1998;25.2115;23.528;1683.49;80.156;1603.34;1501;91;1592;7.37275;206;91;"nan";297;208;206;1;2;2;1;0;0;0;"nan";2;2;1;89;89;1;0;0;"nan";0;0;"nan";0;0;"nan";37.87;0.54;23.9;2.6;30.8;0.6;1.43971;0.24;0.33;1.7;0.75;0.52;3.7;41.3;3.26558;-32.1474;0.53;0.77;0.197136;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";23.644;2;2;2;1;2;23.528;80.156;36.03;0.858511;0.207143;1;"nan";"nan";"nan"
"1a2y";1.5;1998;47.6776;38.8454;8832.25;94.971;8737.27;2753;490;3243;8.08425;352;486;"nan";838;353;352;1.00823;5;1;5;0;0;0;"nan";0;0;"nan";490;486;1.00823;5;1;5;0;0;"nan";0;0;"nan";4.05;0;1.69;68.2;100;63.5;74.2376;"nan";"nan";"nan";0.7;0.6;"nan";"nan";"nan";"nan";0.68;0.74;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.77;1.08;"nan";"nan";38.994;3;3;1;1;3;38.8454;94.971;54.045;"nan";"nan";0;"nan";"nan";"nan"
"1a2z";1.73;1998;111.381;99.1071;12274.2;384.252;11889.9;6985;680;7665;8.94442;220;664;"nan";884;224;220;1.0241;20;4;5;0;0;0;"nan";0;0;"nan";680;664;1.0241;20;4;5;0;0;"nan";0;0;"nan";6.74;0.46;2.6;47;30.8;49.1;40.48;0.17;"nan";"nan";1.36;0.67;4.55;33.1;"nan";"nan";0.7;1.43;0.109468;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.412;0.175;0.71;0.697;0.5;99.563;4;1;4;1;4;99.1071;384.252;72.06;0.936609;0.0374194;0;0.697;"nan";"nan"
"1a30";2;1998;25.8762;21.985;3891.24;0;3891.24;1535;216;1751;7.46794;102;216;"nan";318;102;102;1;0;0;"nan";0;0;0;"nan";0;0;"nan";216;216;1;0;0;"nan";0;0;"nan";0;0;"nan";5.68;0;2.38;54.2;100;51.8;62.8204;0.2;"nan";"nan";0.66;0.36;0.5;90.5;"nan";"nan";0.47;0.71;0.166986;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";22.039;3;2;0;0;3;21.985;0;54.045;0.873787;0.203837;"nan";"nan";"nan";"nan"
"1a31";2.1;1998;92.1015;84.7334;7368.14;0;7368.14;4366;624;4990;8.51519;635;420;0.769231;1055;646;646;1.48571;215;11;19.5455;227;31;11;20.6364;0;0;"nan";624;420;1.48571;215;11;19.5455;0;0;"nan";227;11;20.6364;21.86;0.88;3.41;8.6;19;39.8;15.461;"nan";"nan";"nan";0.8;0.7;"nan";"nan";"nan";"nan";0.96;0.92;"nan";0;1;0;0;0;0;1;0;0;0;"nan";3.75091;2.24545;"nan";"nan";84.787;3;3;0;0;3;84.7334;0;54.045;"nan";"nan";"nan";"nan";"nan";"nan"
"1a32";2.1;1998;11.6492;10.5863;1062.88;0;1062.88;715;59;774;6.65157;88;59;"nan";147;88;88;1;0;0;"nan";0;0;0;"nan";0;0;"nan";59;59;1;0;0;"nan";0;0;"nan";0;0;"nan";12.27;3.61;11.54;22.9;3.7;6;6.24213;0.24;0.33;1.7;0.59;0.36;"nan";"nan";"nan";"nan";0.36;0.59;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";10.604;1;1;0;0;1;10.5863;0;18.015;"nan";"nan";"nan";"nan";"nan";"nan"
"1a33";2.15;1998;23.7199;19.5044;4215.51;0;4215.51;1337;234;1571;7.35947;177;234;"nan";411;177;177;1;0;0;"nan";0;0;0;"nan";0;0;"nan";234;234;1;0;0;"nan";0;0;"nan";0;0;"nan";4.88;0;2.04;60.8;100;58;68.6676;0.17;"nan";"nan";0.75;0.54;1.72;69.8;"nan";"nan";0.54;0.75;0.131473;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";19.522;1;1;0;0;1;19.5044;0;18.015;0.927596;0.0735294;"nan";"nan";"nan";"nan"
"1a34";1.81;1998;27.2445;23.7977;3446.76;420.244;3026.52;2944;529;3473;8.15277;179;170;"nan";349;181;179;3.11176;25;2;12.5;0;0;0;"nan";0;0;"nan";529;170;3.11176;25;2;12.5;0;0;"nan";0;0;"nan";10.79;1.38;0.77;27.4;12.1;83.2;26.6233;0.18;0.18;94;1.28;1.1;10.18;6.5;12.1592;-7.75873;2.04;1.95;0.236504;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.2705;0.645;0.85;0.833;0.5;1456.32;180;3;120;2;180;1427.86;25214.6;3242.7;0.825006;0.249267;0.057143;0.993;0.673;52.4
"1a35";2.5;1998;88.9558;84.0377;4918.1;0;4918.1;4513;433;4946;8.50633;635;281;0.818182;916;643;643;1.54093;160;8;20;168;24;8;21;0;0;"nan";433;281;1.54093;160;8;20;0;0;"nan";168;8;21;23.22;0.85;3.61;7.6;19;37.9;14.2453;"nan";"nan";"nan";0.76;0.61;"nan";"nan";"nan";"nan";0.89;0.96;"nan";0;1;0;0;0;0;1;0;0;0;"nan";4.00625;2.55875;"nan";"nan";84.092;3;3;0;0;3;84.0377;0;54.045;"nan";"nan";"nan";"nan";"nan";"nan"
"1a36";2.8;1998;84.5456;83.5187;1026.86;0;1026.86;5227;57;5284;8.57244;635;57;"nan";692;635;635;1;0;0;"nan";0;0;0;"nan";0;0;"nan";57;57;1;0;0;"nan";0;0;"nan";0;0;"nan";26.21;0.56;4.93;6;26.9;27.3;12.4755;"nan";"nan";"nan";0.81;0.69;"nan";"nan";"nan";"nan";0.86;0.97;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";83.573;3;3;0;0;3;83.5187;0;54.045;"nan";"nan";"nan";"nan";"nan";"nan"
"1a37";3.6;1999;59.2361;59.2361;0;0;0;3173;20;3193;8.06872;260;2;0.8;262;262;262;10;20;2;10;22;2;2;11;0;0;"nan";20;2;10;20;2;10;0;0;"nan";22;2;11;46.88;8.02;24.7;1.5;0.8;0.5;0.765957;0.32;0.34;1.2;0.91;0.66;0.75;85.6;2.36682;-52.4336;0.77;1.24;0.282458;0;1;0;0;0;0;1;0;0;0;0.19;7.975;2.995;0.824;0;59.236;4;2;0;0;0;59.2361;0;0;0.861104;0.166667;"nan";"nan";0.824;"nan"
"1a38";3.35;1999;60.2777;60.2777;0;0;0;3554;0;3554;8.17583;265;0;"nan";265;265;265;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";40.88;4.69;15.62;2.2;2.4;2.7;2.41627;0.37;0.38;0.5;0.92;0.55;11.31;4.8;0.90566;-48.589;0.72;0.92;0.334265;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";60.278;4;2;0;0;0;60.2777;0;0;0.857765;0.178733;"nan";"nan";"nan";"nan"
"1a39";2.2;1999;50.9105;44.7984;6112.11;221.208;5890.9;3130;349;3479;8.1545;402;329;0.875;731;404;404;1.06079;22;2;11;24;6;2;12;0;0;"nan";349;329;1.06079;22;2;11;0;0;"nan";24;2;12;3.26;0;2.99;76.3;100;44;65.4544;0.17;"nan";"nan";1.5;0.6;1;82;"nan";"nan";0.6;1.5;0.13003;0;1;0;0;0;0;1;0;0;0;0.135;1.38;1.27;0.934;0;45.038;1;1;1;1;1;44.7984;221.208;18.015;0.936981;0.0453297;0.1;0.936;0.932;"nan"
"1a3a";1.8;1998;75.6267;65.3942;10232.5;0;10232.5;4472;568;5040;8.52516;148;568;"nan";716;148;148;1;0;0;"nan";0;0;0;"nan";0;0;"nan";568;568;1;0;0;"nan";0;0;"nan";0;0;"nan";3.69;0.18;2.12;72.2;49.5;56.3;57.8989;0.19;"nan";"nan";0.98;0.4;0.87;83.8;"nan";"nan";0.43;1.07;0.120772;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";32.733;2;1;0;0;2;32.6971;0;36.03;0.928186;0.0393357;"nan";"nan";"nan";"nan"
"1a3b";1.8;1998;40.8549;35.9138;4941.12;491.412;4449.7;2324;281;2605;7.86519;313;248;0.8;561;314;314;1.13306;34;1;34;34;3;1;34;0;0;"nan";281;248;1.13306;34;1;34;0;0;"nan";34;1;34;9.65;0;4.02;31.4;100;34.1;42.151;"nan";"nan";"nan";1.32;1.05;"nan";"nan";"nan";"nan";1.2;1.4;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.09;2.32;"nan";"nan";36.459;3;3;1;1;3;35.9138;491.412;54.045;"nan";"nan";0.231884;"nan";"nan";"nan"
